UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10007158,The University of Southampton,England,South East,2022/23,Unrestricted reserves as a % of total income,0.9329999999999999
10007158,The University of Southampton,England,South East,2022/23,External borrowing as a % of total income,0.552
10007158,The University of Southampton,England,South East,2022/23,Days ratio of total net assets to total expenditure,395.0
10007158,The University of Southampton,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,378.0
10007158,The University of Southampton,England,South East,2022/23,Ratio of current assets to current liabilities,3.7
10007158,The University of Southampton,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,0.127
10007158,The University of Southampton,England,South East,2022/23,Net liquidity days,394.0
10007158,The University of Southampton,England,South East,2022/23,Net liquidity days excl. pension adjustment,376.0
10007158,The University of Southampton,England,South East,2022/23,Debt service ratio,5.5
10006022,Southampton Solent University,England,South East,2022/23,Surplus/(deficit) as a % of total income,-0.03
10006022,Southampton Solent University,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.028999999999999998
10006022,Southampton Solent University,England,South East,2022/23,Staff costs as a % of total income,0.518
10006022,Southampton Solent University,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.517
10006022,Southampton Solent University,England,South East,2022/23,Premises costs as a % of total costs,0.085
10006022,Southampton Solent University,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.085
10006022,Southampton Solent University,England,South East,2022/23,Unrestricted reserves as a % of total income,1.45
10006022,Southampton Solent University,England,South East,2022/23,External borrowing as a % of total income,0.205
10006022,Southampton Solent University,England,South East,2022/23,Days ratio of total net assets to total expenditure,518.0
10006022,Southampton Solent University,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,519.0
10006022,Southampton Solent University,England,South East,2022/23,Ratio of current assets to current liabilities,1.2
10006022,Southampton Solent University,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,0.1
10006022,Southampton Solent University,England,South East,2022/23,Net liquidity days,81.0
10006022,Southampton Solent University,England,South East,2022/23,Net liquidity days excl. pension adjustment,81.0
10006022,Southampton Solent University,England,South East,2022/23,Debt service ratio,0.9
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Surplus/(deficit) as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Staff costs as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Premises costs as a % of total costs,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Unrestricted reserves as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,External borrowing as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Days ratio of total net assets to total expenditure,317.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,317.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Ratio of current assets to current liabilities,2.2
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,0.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Net liquidity days,560.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Net liquidity days excl. pension adjustment,560.0
10088214,S P Jain London School of Management Limited,England,South East,2022/23,Debt service ratio,4.2
10006093,Spurgeon's College,England,London,2022/23,Surplus/(deficit) as a % of total income,-1.6580000000000001
10006093,Spurgeon's College,England,London,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-1.6580000000000001
10006093,Spurgeon's College,England,London,2022/23,Staff costs as a % of total income,1.008
10006093,Spurgeon's College,England,London,2022/23,Staff costs excl. pension adjustment as a % of total income,1.008
10006093,Spurgeon's College,England,London,2022/23,Premises costs as a % of total costs,0.063
10006093,Spurgeon's College,England,London,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.063
10006093,Spurgeon's College,England,London,2022/23,Unrestricted reserves as a % of total income,4.915
10006093,Spurgeon's College,England,London,2022/23,External borrowing as a % of total income,4.604
10006093,Spurgeon's College,England,London,2022/23,Days ratio of total net assets to total expenditure,809.0
10006093,Spurgeon's College,England,London,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,809.0
10006093,Spurgeon's College,England,London,2022/23,Ratio of current assets to current liabilities,2.5
10006093,Spurgeon's College,England,London,2022/23,Net cash inflow from operating activities as a % of total income,-1.7890000000000001
10006093,Spurgeon's College,England,London,2022/23,Net liquidity days,58.0
10006093,Spurgeon's College,England,London,2022/23,Net liquidity days excl. pension adjustment,58.0
10006093,Spurgeon's College,England,London,2022/23,Debt service ratio,-0.7
10006299,University of Staffordshire,England,West Midlands,2022/23,Surplus/(deficit) as a % of total income,0.09
10006299,University of Staffordshire,England,West Midlands,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.08199999999999999
10006299,University of Staffordshire,England,West Midlands,2022/23,Staff costs as a % of total income,0.473
10006299,University of Staffordshire,England,West Midlands,2022/23,Staff costs excl. pension adjustment as a % of total income,0.48100000000000004
10006299,University of Staffordshire,England,West Midlands,2022/23,Premises costs as a % of total costs,0.053
10006299,University of Staffordshire,England,West Midlands,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.052000000000000005
10006299,University of Staffordshire,England,West Midlands,2022/23,Unrestricted reserves as a % of total income,1.075
10006299,University of Staffordshire,England,West Midlands,2022/23,External borrowing as a % of total income,0.198
10006299,University of Staffordshire,England,West Midlands,2022/23,Days ratio of total net assets to total expenditure,442.0
10006299,University of Staffordshire,England,West Midlands,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,438.0
10006299,University of Staffordshire,England,West Midlands,2022/23,Ratio of current assets to current liabilities,2.7
10006299,University of Staffordshire,England,West Midlands,2022/23,Net cash inflow from operating activities as a % of total income,0.098
10006299,University of Staffordshire,England,West Midlands,2022/23,Net liquidity days,215.0
10006299,University of Staffordshire,England,West Midlands,2022/23,Net liquidity days excl. pension adjustment,213.0
10006299,University of Staffordshire,England,West Midlands,2022/23,Debt service ratio,5.2
10008098,Study Group,England,South East,2022/23,Surplus/(deficit) as a % of total income,-0.247
10008098,Study Group,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.247
10008098,Study Group,England,South East,2022/23,Staff costs as a % of total income,0.27699999999999997
10008098,Study Group,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.27699999999999997
10008098,Study Group,England,South East,2022/23,Premises costs as a % of total costs,0.027999999999999997
10008098,Study Group,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.027999999999999997
10008098,Study Group,England,South East,2022/23,Unrestricted reserves as a % of total income,0.127
10008098,Study Group,England,South East,2022/23,External borrowing as a % of total income,0.5379999999999999
10008098,Study Group,England,South East,2022/23,Days ratio of total net assets to total expenditure,42.0
10008098,Study Group,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,42.0
10008098,Study Group,England,South East,2022/23,Ratio of current assets to current liabilities,0.3
10008098,Study Group,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,-0.10300000000000001
10008098,Study Group,England,South East,2022/23,Net liquidity days,24.0
10008098,Study Group,England,South East,2022/23,Net liquidity days excl. pension adjustment,24.0
10008098,Study Group,England,South East,2022/23,Debt service ratio,-1.2
10007804,The University of Stirling,Scotland,Scotland,2022/23,Surplus/(deficit) as a % of total income,0.109
10007804,The University of Stirling,Scotland,Scotland,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.063
10007804,The University of Stirling,Scotland,Scotland,2022/23,Staff costs as a % of total income,0.462
10007804,The University of Stirling,Scotland,Scotland,2022/23,Staff costs excl. pension adjustment as a % of total income,0.508
10007804,The University of Stirling,Scotland,Scotland,2022/23,Premises costs as a % of total costs,0.057999999999999996
10007804,The University of Stirling,Scotland,Scotland,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.055
10007804,The University of Stirling,Scotland,Scotland,2022/23,Unrestricted reserves as a % of total income,0.81
10007804,The University of Stirling,Scotland,Scotland,2022/23,External borrowing as a % of total income,0.601
10007804,The University of Stirling,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure,346.0
10007804,The University of Stirling,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,329.0
10007804,The University of Stirling,Scotland,Scotland,2022/23,Ratio of current assets to current liabilities,2.1
10007804,The University of Stirling,Scotland,Scotland,2022/23,Net cash inflow from operating activities as a % of total income,0.057999999999999996
10007804,The University of Stirling,Scotland,Scotland,2022/23,Net liquidity days,196.0
10007804,The University of Stirling,Scotland,Scotland,2022/23,Net liquidity days excl. pension adjustment,186.0
10007804,The University of Stirling,Scotland,Scotland,2022/23,Debt service ratio,0.7
10037449,University of St Mark and St John,England,South West,2022/23,Surplus/(deficit) as a % of total income,-0.083
10037449,University of St Mark and St John,England,South West,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.05
10037449,University of St Mark and St John,England,South West,2022/23,Staff costs as a % of total income,0.535
10037449,University of St Mark and St John,England,South West,2022/23,Staff costs excl. pension adjustment as a % of total income,0.502
10037449,University of St Mark and St John,England,South West,2022/23,Premises costs as a % of total costs,0.08
10037449,University of St Mark and St John,England,South West,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.08199999999999999
10037449,University of St Mark and St John,England,South West,2022/23,Unrestricted reserves as a % of total income,1.27
10037449,University of St Mark and St John,England,South West,2022/23,External borrowing as a % of total income,0.257
10037449,University of St Mark and St John,England,South West,2022/23,Days ratio of total net assets to total expenditure,428.0
10037449,University of St Mark and St John,England,South West,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,441.0
10037449,University of St Mark and St John,England,South West,2022/23,Ratio of current assets to current liabilities,2.2
10037449,University of St Mark and St John,England,South West,2022/23,Net cash inflow from operating activities as a % of total income,0.036000000000000004
10037449,University of St Mark and St John,England,South West,2022/23,Net liquidity days,71.0
10037449,University of St Mark and St John,England,South West,2022/23,Net liquidity days excl. pension adjustment,73.0
10037449,University of St Mark and St John,England,South West,2022/23,Debt service ratio,1.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Surplus/(deficit) as a % of total income,-0.004
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.025
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Staff costs as a % of total income,0.603
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Staff costs excl. pension adjustment as a % of total income,0.574
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Premises costs as a % of total costs,0.11699999999999999
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.12
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Unrestricted reserves as a % of total income,1.9980000000000002
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,External borrowing as a % of total income,0.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Days ratio of total net assets to total expenditure,726.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,748.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Ratio of current assets to current liabilities,2.6
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Net cash inflow from operating activities as a % of total income,0.016
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Net liquidity days,165.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Net liquidity days excl. pension adjustment,171.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2022/23,Debt service ratio,27.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Surplus/(deficit) as a % of total income,0.175
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.096
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Staff costs as a % of total income,0.42200000000000004
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Staff costs excl. pension adjustment as a % of total income,0.501
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Premises costs as a % of total costs,0.068
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.062
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Unrestricted reserves as a % of total income,0.74
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,External borrowing as a % of total income,0.113
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure,366.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,334.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Ratio of current assets to current liabilities,1.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Net cash inflow from operating activities as a % of total income,0.016
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Net liquidity days,145.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Net liquidity days excl. pension adjustment,131.0
10007805,The University of Strathclyde,Scotland,Scotland,2022/23,Debt service ratio,0.1
10014001,University of Suffolk,England,East of England,2022/23,Surplus/(deficit) as a % of total income,0.11
10014001,University of Suffolk,England,East of England,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.077
10014001,University of Suffolk,England,East of England,2022/23,Staff costs as a % of total income,0.17300000000000001
10014001,University of Suffolk,England,East of England,2022/23,Staff costs excl. pension adjustment as a % of total income,0.20600000000000002
10014001,University of Suffolk,England,East of England,2022/23,Premises costs as a % of total costs,0.03
10014001,University of Suffolk,England,East of England,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.028999999999999998
10014001,University of Suffolk,England,East of England,2022/23,Unrestricted reserves as a % of total income,0.39799999999999996
10014001,University of Suffolk,England,East of England,2022/23,External borrowing as a % of total income,0.107
10014001,University of Suffolk,England,East of England,2022/23,Days ratio of total net assets to total expenditure,163.0
10014001,University of Suffolk,England,East of England,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,157.0
10014001,University of Suffolk,England,East of England,2022/23,Ratio of current assets to current liabilities,2.0
10014001,University of Suffolk,England,East of England,2022/23,Net cash inflow from operating activities as a % of total income,0.131
10014001,University of Suffolk,England,East of England,2022/23,Net liquidity days,185.0
10014001,University of Suffolk,England,East of England,2022/23,Net liquidity days excl. pension adjustment,178.0
10014001,University of Suffolk,England,East of England,2022/23,Debt service ratio,7.9
10007159,The University of Sunderland,England,North East,2022/23,Surplus/(deficit) as a % of total income,-0.013999999999999999
10007159,The University of Sunderland,England,North East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.001
10007159,The University of Sunderland,England,North East,2022/23,Staff costs as a % of total income,0.444
10007159,The University of Sunderland,England,North East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.428
10007159,The University of Sunderland,England,North East,2022/23,Premises costs as a % of total costs,0.051
10007159,The University of Sunderland,England,North East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.052000000000000005
10007159,The University of Sunderland,England,North East,2022/23,Unrestricted reserves as a % of total income,0.623
10007159,The University of Sunderland,England,North East,2022/23,External borrowing as a % of total income,0.027000000000000003
10007159,The University of Sunderland,England,North East,2022/23,Days ratio of total net assets to total expenditure,239.0
10007159,The University of Sunderland,England,North East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,242.0
10007159,The University of Sunderland,England,North East,2022/23,Ratio of current assets to current liabilities,0.9
10007159,The University of Sunderland,England,North East,2022/23,Net cash inflow from operating activities as a % of total income,0.14300000000000002
10007159,The University of Sunderland,England,North East,2022/23,Net liquidity days,99.0
10007159,The University of Sunderland,England,North East,2022/23,Net liquidity days excl. pension adjustment,100.0
10007159,The University of Sunderland,England,North East,2022/23,Debt service ratio,2.2
10007160,The University of Surrey,England,South East,2022/23,Surplus/(deficit) as a % of total income,-0.022000000000000002
10007160,The University of Surrey,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.061
10007160,The University of Surrey,England,South East,2022/23,Staff costs as a % of total income,0.513
10007160,The University of Surrey,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.552
10007160,The University of Surrey,England,South East,2022/23,Premises costs as a % of total costs,0.069
10007160,The University of Surrey,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.066
10007160,The University of Surrey,England,South East,2022/23,Unrestricted reserves as a % of total income,1.4480000000000002
10007160,The University of Surrey,England,South East,2022/23,External borrowing as a % of total income,0.937
10007160,The University of Surrey,England,South East,2022/23,Days ratio of total net assets to total expenditure,529.0
10007160,The University of Surrey,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,510.0
10007160,The University of Surrey,England,South East,2022/23,Ratio of current assets to current liabilities,1.0
10007160,The University of Surrey,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,-0.027000000000000003
10007160,The University of Surrey,England,South East,2022/23,Net liquidity days,69.0
10007160,The University of Surrey,England,South East,2022/23,Net liquidity days excl. pension adjustment,67.0
10007160,The University of Surrey,England,South East,2022/23,Debt service ratio,-0.7
10007806,The University of Sussex,England,South East,2022/23,Surplus/(deficit) as a % of total income,0.096
10007806,The University of Sussex,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.045
10007806,The University of Sussex,England,South East,2022/23,Staff costs as a % of total income,0.431
10007806,The University of Sussex,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.48200000000000004
10007806,The University of Sussex,England,South East,2022/23,Premises costs as a % of total costs,0.054000000000000006
10007806,The University of Sussex,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.052000000000000005
10007806,The University of Sussex,England,South East,2022/23,Unrestricted reserves as a % of total income,1.041
10007806,The University of Sussex,England,South East,2022/23,External borrowing as a % of total income,0.491
10007806,The University of Sussex,England,South East,2022/23,Days ratio of total net assets to total expenditure,439.0
10007806,The University of Sussex,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,416.0
10007806,The University of Sussex,England,South East,2022/23,Ratio of current assets to current liabilities,3.2
10007806,The University of Sussex,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,0.09300000000000001
10007806,The University of Sussex,England,South East,2022/23,Net liquidity days,351.0
10007806,The University of Sussex,England,South East,2022/23,Net liquidity days excl. pension adjustment,331.0
10007806,The University of Sussex,England,South East,2022/23,Debt service ratio,1.3
10007855,Swansea University,Wales,Wales,2022/23,Surplus/(deficit) as a % of total income,0.155
10007855,Swansea University,Wales,Wales,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.078
10007855,Swansea University,Wales,Wales,2022/23,Staff costs as a % of total income,0.39799999999999996
10007855,Swansea University,Wales,Wales,2022/23,Staff costs excl. pension adjustment as a % of total income,0.475
10007855,Swansea University,Wales,Wales,2022/23,Premises costs as a % of total costs,0.07
10007855,Swansea University,Wales,Wales,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.064
10007855,Swansea University,Wales,Wales,2022/23,Unrestricted reserves as a % of total income,0.581
10007855,Swansea University,Wales,Wales,2022/23,External borrowing as a % of total income,0.534
10007855,Swansea University,Wales,Wales,2022/23,Days ratio of total net assets to total expenditure,259.0
10007855,Swansea University,Wales,Wales,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,237.0
10007855,Swansea University,Wales,Wales,2022/23,Ratio of current assets to current liabilities,1.7
10007855,Swansea University,Wales,Wales,2022/23,Net cash inflow from operating activities as a % of total income,0.12
10007855,Swansea University,Wales,Wales,2022/23,Net liquidity days,206.0
10007855,Swansea University,Wales,Wales,2022/23,Net liquidity days excl. pension adjustment,187.0
10007855,Swansea University,Wales,Wales,2022/23,Debt service ratio,2.7
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Surplus/(deficit) as a % of total income,-0.051
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.051
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Staff costs as a % of total income,0.765
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Staff costs excl. pension adjustment as a % of total income,0.765
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Premises costs as a % of total costs,0.035
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.035
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Unrestricted reserves as a % of total income,0.254
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,External borrowing as a % of total income,0.026000000000000002
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Days ratio of total net assets to total expenditure,88.0
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,88.0
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Ratio of current assets to current liabilities,0.7
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Net cash inflow from operating activities as a % of total income,-0.023
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Net liquidity days,48.0
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Net liquidity days excl. pension adjustment,48.0
10020381,Tavistock and Portman NHS Foundation Trust,England,London,2022/23,Debt service ratio,-1.7
10083403,The Engineering and Design Institute London,England,London,2022/23,Surplus/(deficit) as a % of total income,-3.4410000000000003
10083403,The Engineering and Design Institute London,England,London,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-3.4410000000000003
10083403,The Engineering and Design Institute London,England,London,2022/23,Staff costs as a % of total income,3.177
10083403,The Engineering and Design Institute London,England,London,2022/23,Staff costs excl. pension adjustment as a % of total income,3.177
10083403,The Engineering and Design Institute London,England,London,2022/23,Premises costs as a % of total costs,0.018000000000000002
10083403,The Engineering and Design Institute London,England,London,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.018000000000000002
10083403,The Engineering and Design Institute London,England,London,2022/23,Unrestricted reserves as a % of total income,-9.889
10083403,The Engineering and Design Institute London,England,London,2022/23,External borrowing as a % of total income,0.0
10083403,The Engineering and Design Institute London,England,London,2022/23,Days ratio of total net assets to total expenditure,-813.0
10083403,The Engineering and Design Institute London,England,London,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,-813.0
10083403,The Engineering and Design Institute London,England,London,2022/23,Ratio of current assets to current liabilities,2.6
10083403,The Engineering and Design Institute London,England,London,2022/23,Net cash inflow from operating activities as a % of total income,-4.445
10083403,The Engineering and Design Institute London,England,London,2022/23,Net liquidity days,191.0
10083403,The Engineering and Design Institute London,England,London,2022/23,Net liquidity days excl. pension adjustment,191.0
10083403,The Engineering and Design Institute London,England,London,2022/23,Debt service ratio,0.0
10007161,Teesside University,England,North East,2022/23,Surplus/(deficit) as a % of total income,0.06
10007161,Teesside University,England,North East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.077
10007161,Teesside University,England,North East,2022/23,Staff costs as a % of total income,0.523
10007161,Teesside University,England,North East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.506
10007161,Teesside University,England,North East,2022/23,Premises costs as a % of total costs,0.045
10007161,Teesside University,England,North East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.046
10007161,Teesside University,England,North East,2022/23,Unrestricted reserves as a % of total income,1.169
10007161,Teesside University,England,North East,2022/23,External borrowing as a % of total income,0.0
10007161,Teesside University,England,North East,2022/23,Days ratio of total net assets to total expenditure,455.0
10007161,Teesside University,England,North East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,463.0
10007161,Teesside University,England,North East,2022/23,Ratio of current assets to current liabilities,1.6
10007161,Teesside University,England,North East,2022/23,Net cash inflow from operating activities as a % of total income,0.16699999999999998
10007161,Teesside University,England,North East,2022/23,Net liquidity days,158.0
10007161,Teesside University,England,North East,2022/23,Net liquidity days excl. pension adjustment,161.0
10007161,Teesside University,England,North East,2022/23,Debt service ratio,3891.4
10082743,ThinkSpace Education Limited,England,South East,2022/23,Surplus/(deficit) as a % of total income,0.20800000000000002
10082743,ThinkSpace Education Limited,England,South East,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.20800000000000002
10082743,ThinkSpace Education Limited,England,South East,2022/23,Staff costs as a % of total income,0.304
10082743,ThinkSpace Education Limited,England,South East,2022/23,Staff costs excl. pension adjustment as a % of total income,0.304
10082743,ThinkSpace Education Limited,England,South East,2022/23,Premises costs as a % of total costs,0.015
10082743,ThinkSpace Education Limited,England,South East,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.015
10082743,ThinkSpace Education Limited,England,South East,2022/23,Unrestricted reserves as a % of total income,0.555
10082743,ThinkSpace Education Limited,England,South East,2022/23,External borrowing as a % of total income,0.0
10082743,ThinkSpace Education Limited,England,South East,2022/23,Days ratio of total net assets to total expenditure,287.0
10082743,ThinkSpace Education Limited,England,South East,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,287.0
10082743,ThinkSpace Education Limited,England,South East,2022/23,Ratio of current assets to current liabilities,3.3
10082743,ThinkSpace Education Limited,England,South East,2022/23,Net cash inflow from operating activities as a % of total income,0.153
10082743,ThinkSpace Education Limited,England,South East,2022/23,Net liquidity days,259.0
10082743,ThinkSpace Education Limited,England,South East,2022/23,Net liquidity days excl. pension adjustment,259.0
10082743,ThinkSpace Education Limited,England,South East,2022/23,Debt service ratio,113.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Surplus/(deficit) as a % of total income,-0.084
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.09
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Staff costs as a % of total income,0.614
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Staff costs excl. pension adjustment as a % of total income,0.621
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Premises costs as a % of total costs,0.084
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.084
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Unrestricted reserves as a % of total income,0.616
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,External borrowing as a % of total income,0.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Days ratio of total net assets to total expenditure,364.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,362.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Ratio of current assets to current liabilities,0.5
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Net cash inflow from operating activities as a % of total income,-0.05
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Net liquidity days,20.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Net liquidity days excl. pension adjustment,20.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2022/23,Debt service ratio,-1.9
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Surplus/(deficit) as a % of total income,-0.06
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.071
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Staff costs as a % of total income,0.507
